name,host_name,host_location,neighbourhood_cleansed,property_type,room_type,accommodates,rooms_text,beds,price
Rental unit in Ciutadella de Menorca,Sandra,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,6,1,3,75
Villa in Ciudadela de Menorca,Cocoislander Sl,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,9,3,7,800
Townhouse in Cap d'Artrutx,Sara,No info,Ciutadella de Menorca,Entire townhouse,Entire home/apt,5,1,5,55
Rental unit in Son Xoriguer,Carlos,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,2,1,2,90
Rental unit in Son Parc,Riera Rossello,Spain,Es Mercadal,Entire rental unit,Entire home/apt,2,1,1,118
Townhouse in Son Xoriguer,Alfredo,No info,Ciutadella de Menorca,Entire townhouse,Entire home/apt,4,1,3,91
Villa in Ciudadela de Menorca,Nadiya,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,2,6,360
Villa in Binibequer,Mdel Carmen,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,4,410
Rental unit in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,2,89
Rental unit in Arenal d'en Castell,Holidu,No info,Es Mercadal,Entire rental unit,Entire home/apt,2,1,1,177
Home in Cap d'Artrutx,Andrea,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,125
Condo in Ciutadella de Menorca,Francisca,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,3,220
Rental unit in Sant Lluis,Maeva,No info,Sant Lluis,Entire rental unit,Entire home/apt,2,1,2,9999
Rental unit in Fornells,Riera Rossello,Spain,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,159
Rental unit in Fornells,Riera Rossello,Spain,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,167
Home in Fornells,Riera Rossello,Spain,Es Mercadal,Entire home,Entire home/apt,6,3,5,207
Villa in Cala en Porter,Hollie,No info,Alaior,Entire villa,Entire home/apt,6,3,4,200
Home in Illes Balears,Math Capital Menorca,No info,Sant Lluis,Entire home,Entire home/apt,8,2,6,339
Home in Fornells,Riera Rossello,Spain,Es Mercadal,Entire home,Entire home/apt,5,2,4,159
Villa in Torre del Ram,L. Isabel,No info,Ciutadella de Menorca,Private room in villa,Private room,2,1,1,99
Rental unit in Los Delfines,Maria Laura,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,2,2,30
Condo in Los Delfines,Ana,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,151
Chalet in Cap d'Artrutx,Elisabeth,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,4,1,4,150
Vacation home in Es Mercadal,Riera Rossello,Spain,Es Mercadal,Entire vacation home,Entire home/apt,4,1,3,152
Villa in Ciudadela de Menorca,Daniel,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,12,3,10,230
Vacation home in San Jaime Mediterraneo,Laura,No info,Alaior,Entire vacation home,Entire home/apt,5,1,4,96
Condo in Son Bou,Charlie,No info,Alaior,Entire condo,Entire home/apt,4,1,4,80
Villa in Torre del Ram,Gonzalo,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,4,1,3,220
Condo in Ciutadella de Menorca,Jorge,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,4,109
Villa in Cala en Porter,Gurbia,No info,Alaior,Entire villa,Entire home/apt,6,2,5,89
Vacation home in Ses Salines,J. Ivan,No info,Es Mercadal,Entire vacation home,Entire home/apt,4,1,2,46
Condo in San Jaime Mediterraneo,Ian,No info,Alaior,Entire condo,Entire home/apt,4,1,4,149
Rental unit in Arenal d'en Castell,Homerti,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,4,155
Villa in Sant Jaume,Marta,No info,Alaior,Entire villa,Entire home/apt,10,3,7,336
Rental unit in Arenal d'en Castell,Victor,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,79
Rental unit in Ciutadella de Menorca,Homerti,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,4,117
Villa in Binibequer,Olivers,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,0,319
Villa in Binibequer,Olivers,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,0,319
Villa in Mao,Olivers,No info,Mahon,Entire villa,Entire home/apt,12,4,0,1529
Villa in Sant Lluis,Olivers,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,0,415
Villa in Sant Lluis,Olivers,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,0,334
Villa in Cala en Porter,Sandy,No info,Alaior,Entire villa,Entire home/apt,6,2,5,115
Vacation home in Arenal d'en Castell,Carlos,No info,Es Mercadal,Entire vacation home,Entire home/apt,3,1,3,56
Condo in Son Xoriguer,Miguel,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,107
Condo in Binisafua,Silvia,No info,Sant Lluis,Entire condo,Entire home/apt,2,1,2,120
Vacation home in Son Bou,Davide,No info,Alaior,Entire vacation home,Entire home/apt,4,1,3,500
Hotel in Es Castell,Pardela,No info,Es Castell,Room in Hotel,Private room,2,1,2,1235
Hotel in Menorca,Pardela,No info,Es Castell,Room in Hotel,Private room,2,1,1,1235
Rental unit in Arenal d'en Castell,Agostina,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,195
Rental unit in Son Parc,Cristina,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,2,3,64
Condo in Son Xoriguer,Helen,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,2,2,600
Villa in Binixiquer,Molt Net,No info,Mahon,Entire villa,Entire home/apt,6,3,5,289
Bungalow in Illes Balears,Roman,No info,Sant Lluis,Entire bungalow,Entire home/apt,2,1,1,175
Villa in Son Xoriguer,Andrea,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,6,128
Villa in Cap d'Artrutx,Las Golondrinas,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,122
Island in Mao,Mongofre,No info,Mahon,Private room in island,Private room,3,1,2,200
Villa in Binisafua,Giorgia,No info,Sant Lluis,Entire villa,Entire home/apt,6,3,3,250
Villa in Sant Jaume,Patrice,No info,Alaior,Entire villa,Entire home/apt,6,2,4,423
Camper/RV in L'Argentina,Marta,No info,Alaior,Camper/RV,Entire home/apt,4,1,4,54
Villa in Ciudadela de Menorca,Blancala,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,4,6,625
Bungalow in Son Xoriguer,Juan,No info,Ciutadella de Menorca,Entire bungalow,Entire home/apt,4,1,4,125
Rental unit in Los Delfines,Aloha,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,1,100
Rental unit in Cap d'Artrutx,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,150
Villa in Sant Lluis,Sergio,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,320
Condo in Los Delfines,Federica,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,3,1,2,70
Condo in Cala en Porter,Ferran,No info,Alaior,Entire condo,Entire home/apt,5,1,3,128
Condo in Los Delfines,Joaquin,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,3,1,2,45
Condo in Cap d'Artrutx,Anna Gloria,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,4,70
Villa in Binibequer,Solmar,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,291
Condo in Cala en Blanes,Ana,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,100
Home in Arenal d'en Castell,Carmen,No info,Es Mercadal,Entire home,Entire home/apt,6,2,6,150
Rental unit in Los Delfines,Aloha,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,1,100
Vacation home in Cala en Porter,Maria,No info,Alaior,Entire vacation home,Entire home/apt,4,1,4,199
Rental unit in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,70
Vacation home in Cap d'Artrutx,Ignacio,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,4,1,2,114
Rental unit in San Jaime Mediterraneo,Ramiro,No info,Alaior,Entire rental unit,Entire home/apt,4,1,3,78
Rental unit in Los Delfines,Aloha,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,1,300
Condo in Arenal d'en Castell,Juan R,No info,Es Mercadal,Entire condo,Entire home/apt,3,1,3,163
Condo in Platges de Fornells,Juan R,No info,Es Mercadal,Entire condo,Entire home/apt,4,1,3,260
Rental unit in Ciutadella de Menorca,Bertrand,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,6,2,4,150
Home in Port d'Addaia,Israel,No info,Es Mercadal,Entire home,Entire home/apt,4,1,3,18
Condo in Ciutadella de Menorca,Daniel,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,2,75
Home in Cala en Bosc,Holidu,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,59
Rental unit in San Jaime Mediterraneo,Francisca,No info,Alaior,Entire rental unit,Entire home/apt,4,1,4,45
Home in Biniancolla,Antoni,No info,Sant Lluis,Entire home,Entire home/apt,2,1,1,119
Vacation home in Arenal d'en Castell,Victor,No info,Es Mercadal,Entire vacation home,Entire home/apt,4,1,3,83
Villa in Son Xoriguer,Sensacions Menorca-Son Xoriguer,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,4,136
Villa in Sant Jaume,Stefan,No info,Alaior,Entire villa,Entire home/apt,7,2,5,300
Vacation home in Cala Blanca,Gloria,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,4,1,4,160
Condo in Cala Galdana,Joan,No info,Ferreries,Entire condo,Entire home/apt,5,1,4,102
Rental unit in San Jaime Mediterraneo,Exclusive,No info,Alaior,Entire rental unit,Entire home/apt,5,1,4,126
Villa in Cala en Bosch,Natalia,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,4,1,3,90
Villa in Port d'Addaia,3Villas,No info,Es Mercadal,Entire villa,Entire home/apt,10,5,6,1080
Boutique Hotel in Alaior,Jhoana Elizabeth,No info,Alaior,Room in boutique Hotel,Private room,2,1,1,103
Condo in Cala en Bosc,Israel,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,4,101
Villa in Sant Lluis,Marie,No info,Sant Lluis,Entire villa,Entire home/apt,5,1,5,400
Villa in Sant Jaume,Xavier,No info,Alaior,Entire villa,Entire home/apt,8,4,4,660
Rental unit in Cap d'Artrutx,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,2,102
Villa in Port d'Addaia,Stephen,No info,Es Mercadal,Entire villa,Entire home/apt,6,2,5,196
Villa in Binibeca,Julio,No info,Sant Lluis,Entire villa,Entire home/apt,8,2,5,561
Camper/RV in Mao,Naro,No info,Mahon,Camper/RV,Entire home/apt,2,1,1,101
Condo in Es Grau,Jordi,No info,Mahon,Entire condo,Entire home/apt,5,1,4,180
Condo in Illes Balears,Maria Rosa,No info,Ferreries,Entire condo,Entire home/apt,4,2,3,200
Condo in Es Grau,Jordi,No info,Mahon,Entire condo,Entire home/apt,6,1,5,471
Rental unit in Son Bou,Charles,No info,Alaior,Entire rental unit,Entire home/apt,4,1,3,160
Rental unit in Cala Blanca,Cedric,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,2,1,2,120
Condo in Arenal d'en Castell,John,No info,Es Mercadal,Entire condo,Entire home/apt,5,1,4,110
Villa in Cala Blanca,Sally,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,5,1,4,300
Villa in Ciudadela de Menorca,Chrystelle,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,4,1,2,200
Rental unit in Cap d'Artrutx,Holidays,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,1177
Rental unit in Cap d'Artrutx,Holidays,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,1177
Rental unit in Cap d'Artrutx,Holidays,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,1177
Condo in Arenal d'en Castell,3Villas,No info,Es Mercadal,Entire condo,Entire home/apt,2,1,2,480
Home in Mao,Holidu,No info,Mahon,Entire home,Entire home/apt,2,1,1,95
Vacation home in Ses Salines,J. Ivan,No info,Es Mercadal,Entire vacation home,Entire home/apt,4,1,2,48
Condo in Cala Galdana,Daniel,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,200
Vacation home in Ciutadella de Menorca,Susana,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,6,1,4,59
Villa in Son Blanc,Juan,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,4,1,3,480
Villa in Port d'Addaia,Solmar,No info,Es Mercadal,Entire villa,Entire home/apt,8,3,6,413
Villa in Port d'Addaia,Barber Coll,No info,Es Mercadal,Entire villa,Entire home/apt,6,3,6,248
Condo in Cala en Porter,Patricia,No info,Alaior,Entire condo,Entire home/apt,4,1,3,100
Villa in Ciudadela de Menorca,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,498
Rental unit in Arenal d'en Castell,MauterVillas,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,2,97
Camper/RV in Ciutadella de Menorca,David,No info,Ciutadella de Menorca,Camper/RV,Entire home/apt,4,1,2,125
Condo in Ciutadella de Menorca,Claudia,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,6,1,4,129
Vacation home in Es Mercadal,Maria Jose,No info,Es Mercadal,Entire vacation home,Entire home/apt,6,2,5,130
Villa in Port d'Addaia,Thomas,No info,Es Mercadal,Entire villa,Entire home/apt,6,2,3,407
Home in Los Delfines,Holidu,No info,Ciutadella de Menorca,Entire home,Entire home/apt,3,2,2,89
Villa in Cap d'Artrutx,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,505
Villa in Cap d'Artrutx,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,537
Guesthouse in Mao,Javier Y Belen,No info,Mahon,Entire guesthouse,Entire home/apt,2,1,1,83
Rental unit in Los Delfines,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,4,89
Rental unit in Illes Balears,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,172
Home in Platges de Fornells,Miguel Angel,No info,Es Mercadal,Entire home,Entire home/apt,4,1,2,210
Chalet in Torre del Ram,Cocoislander SLU,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,6,2,3,200
Villa in Cala Morell,Holidays,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,7,2,6,195
Villa in Los Delfines,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,3,8,597
Villa in Torre Soli Nou,World2Meet,No info,Alaior,Entire villa,Entire home/apt,6,2,5,214
Villa in Sant Lluis,World2Meet,No info,Sant Lluis,Entire villa,Entire home/apt,8,2,7,84
Rental unit in Blanes,IHome-Rent Menorca,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,80
Rental unit in Ciutadella de Menorca,Martin,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,2,71
Rental unit in Arenal d'en Castell,Carmen,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,1,4,100
Townhouse in Alaior,Maison Hotel SES PENYES,No info,Alaior,Private room in bed and breakfast,Private room,2,1,1,141
Camper/RV in Ciutadella de Menorca,Alberto,No info,Ciutadella de Menorca,Camper/RV,Entire home/apt,4,1,2,135
Bungalow in Son Xoriguer,Martina,No info,Ciutadella de Menorca,Entire bungalow,Entire home/apt,4,1,4,198
Camper/RV in Illes Balears,Ian,No info,Mahon,Camper/RV,Entire home/apt,2,0,1,100
Villa in Illes Balears,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,517
Villa in Sant Jaume,Lynne,No info,Alaior,Entire villa,Entire home/apt,5,2,3,1143
Home in Serpentona,Sabrina,No info,Ciutadella de Menorca,Entire home,Entire home/apt,8,3,7,400
Rental unit in San Jaime Mediterraneo,Villas,No info,Alaior,Entire rental unit,Entire home/apt,4,1,4,105
Boutique Hotel in Ciutadella de Menorca,Pedro,No info,Ciutadella de Menorca,Room in boutique Hotel,Private room,2,1,1,340
Boutique Hotel in Ciutadella de Menorca,Pedro,No info,Ciutadella de Menorca,Room in boutique Hotel,Private room,2,1,1,319
Condo in Cala en Porter,Rober Y Lour,No info,Alaior,Entire condo,Entire home/apt,4,1,3,75
Hotel in Es Castell,Pardela,No info,Es Castell,Room in Hotel,Private room,2,1,1,1070
Hotel in Es Castell,Pardela,No info,Es Castell,Room in Hotel,Private room,2,1,2,1070
Rental unit in Es Mercadal,Oasis,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,2,5,86
Home in Illes Balears,Holidu,No info,Alaior,Entire home,Entire home/apt,12,3,9,529
Home in Son Parc,Nicole,No info,Es Mercadal,Entire home,Entire home/apt,6,2,5,229
Villa in Biniancolla,Montserrat,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,6,414
Rental unit in Ciutadella de Menorca,Antoni,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,2,1,1,125
Chalet in Cap d'Artrutx,Damian,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,6,3,5,325
Villa in Cala en Bosch,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,7,3,6,526
Villa in Illes Balears,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,6,454
Condo in Cala en Bosc,Antonio,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,3,120
Rental unit in Ses Salines,Inmobiliaria,Spain,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,120
Villa in Binibequer,Fred And Hannah,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,4,225
Home in Cala en Blanes,Canet,No info,Ciutadella de Menorca,Entire home,Entire home/apt,8,3,6,214
Rental unit in Ciutadella de Menorca,IHome-Rent Menorca,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,80
Chalet in Ciutadella de Menorca,Andreea,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,10,3,6,373
Rental unit in San Jaime Mediterraneo,Marina,No info,Alaior,Entire rental unit,Entire home/apt,6,2,3,120
Home in Trebeluger,Marine,No info,Es Castell,Entire home,Entire home/apt,12,4,11,850
Rental unit in Ciutadella de Menorca,IHome-Rent Menorca,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,80
Rental unit in Illes Balears,IHome Rent,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,5,1,4,99
Rental unit in San Jaime Mediterraneo,Vincent,No info,Alaior,Entire rental unit,Entire home/apt,3,1,2,100
Home in Sant Lluis,Christian,No info,Sant Lluis,Entire home,Entire home/apt,6,2,6,350
Rental unit in Arenal d'en Castell,IHome Rent,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,2,109
Home in Binibequer,Gurbia,No info,Sant Lluis,Entire home,Entire home/apt,6,2,5,115
Villa in Cala en Porter,Elena,No info,Alaior,Entire villa,Entire home/apt,4,1,3,80
Home in Punta Prima,Menorca Gold,No info,Sant Lluis,Entire home,Entire home/apt,6,3,5,305
Rental unit in Es Mercadal,Oasis,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,1,4,76
Rental unit in Es Mercadal,Oasis,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,1,3,76
Rental unit in Arenal d'en Castell,Holidu,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,75
Rental unit in Cala Blanca,Paula,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,2,1,1,75
Home in Ciutadella de Menorca,Antonia,No info,Ciutadella de Menorca,Entire home,Entire home/apt,5,2,4,200
Home in Ses Salines,Jose,No info,Es Mercadal,Entire home,Entire home/apt,8,4,6,225
Villa in Los Delfines,Holidays,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,6,1177
Place to stay in Arenal d'en Castell,Magalie,No info,Es Mercadal,Entire place,Entire home/apt,6,3,4,148
Villa in Mao,Alejandro,No info,Mahon,Entire villa,Entire home/apt,6,6,6,3000
Home in San Jaime Mediterraneo,Johannes,No info,Alaior,Entire home,Entire home/apt,8,3,6,1200
Home in Cap d'Artrutx,Rosenita,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,177
Villa in Ciudadela de Menorca,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,4,6,1122
Villa in Cala en Porter,Villa Plus,No info,Alaior,Entire villa,Entire home/apt,6,2,5,316
